# x, y, y', y'', f(x), f'(x), f''(x), F(x)
-0.676767676767677,-0.204102080453067,-3.26978179073745,-2.96684749221274,-0.201948730957482,-3.25888301017386,-3.39254803170095,0.175533762237749
-0.656565656565657,-0.270626449179677,-3.3092285175665,-0.917344116310066,-0.268339781076403,-3.30690438374882,-1.33585605009644,0.170785008207677
-0.636363636363636,-0.337521386398483,-3.30609030171757,1.24430370387548,-0.335271305192551,-3.31192336229861,0.859336692227989,0.164688098623505
-0.616161616161616,-0.403905700230282,-3.25840029364297,3.48802863828455,-0.401848560081745,-3.27148015872187,3.15888572207945,0.15724106892579
-0.595959595959596,-0.468864794959067,-3.16482762196534,5.78101468636313,-0.46713433562941,-3.18384251882663,5.52503072936233,0.148460483886077
-0.575757575757576,-0.531464046711275,-3.02472792351004,8.08820368846605,-0.530164339122769,-3.04807107873764,7.91717384635889,0.138382142350961
-0.555555555555556,-0.590763091976412,-2.83818296378201,10.3728673811024,-0.589963734533641,-2.86406804718856,10.2927482728945,0.127061458958415
-0.535353535353535,-0.64583079583278,-2.60602811933789,12.5972352476436,-0.64556448313855,-2.63260763543171,12.6081522619534,0.114573503011802
-0.515151515151515,-0.695760644026199,-2.32986670722957,14.7231667858342,-0.696023105221361,-2.35534718576486,14.819721321196,0.10101268212821
-0.494949494949495,-0.739686284970436,-2.01207039127578,16.7128553965322,-0.740438467044998,-2.03481851111686,16.8847103705919,0.0864920661359165
-0.474747474747475,-0.776796934872288,-1.65576516560282,18.5295499376371,-0.777969193216589,-1.67439953121997,18.7622575607127,0.0711423547525626
-0.454545454545455,-0.806352352004202,-1.26480270710862,20.1382791209442,-0.807850312020014,-1.2782668538771,20.4143024857935,0.0551105005978138
-0.434343434343434,-0.827697085005531,-0.84371719397644,21.5065633889836,-0.829408759832988,-0.851330481745396,21.8064335573795,0.0385580068528867
-0.414141414141414,-0.840273705209702,-0.397668000263606,22.6050987174858,-0.842077399557165,-0.399152306678021,22.9086422301276,0.0216589261578773
-0.393939393939394,-0.843634744446489,0.0676310103065447,23.4083969622516,-0.845407245880184,0.072149531639655,23.6959654438685,0.00459759394034068
-0.373737373737374,-0.837453077485235,0.545994562358896,23.8953679130371,-0.839077635665384,0.556008011583076,24.1490018867159,-0.0124338648737253
-0.353535353535353,-0.821530512044482,1.03086009854417,24.049829128215,-0.822904133104156,1.04552366412565,24.2542922919542,-0.0292382120386404
-0.333333333333333,-0.795804378724626,1.51539137160043,23.8609308893542,-0.796844014594385,1.53358727043724,24.0045587435911,-0.0456159076336759
-0.313131313131313,-0.760351947807247,1.99258966934055,23.3234852117727,-0.760999235689715,2.01300596321522,23.3988026672111,-0.0613680071954251
-0.292929292929293,-0.715392538957015,2.45541063827766,22.4381897436598,-0.715616839986846,2.47662991130386,22.4422656184008,-0.0762990929692992
-0.272727272727273,-0.661287232686934,2.89688450777744,21.211739542079,-0.661086825677582,2.91747689136949,21.1462609637659,-0.0902201876692436
-0.252525252525252,-0.598536138126955,3.3102373985716,19.6568220809405,-0.597937538069017,3.32885224913197,19.527887920672,-0.102951599990325
-0.232323232323232,-0.52777321920564,3.6890113309031,17.7919933692925,-0.526828704297417,3.7044620122409,17.6096420582367,-0.114325652991607
-0.212121212121212,-0.449758729786793,4.02718053106647,15.6414356782963,-0.448542268655738,4.03851722159048,15.4189381824234,-0.124189249251295
-0.191919191919192,-0.365369356530654,4.31926167197549,13.2346000287125,-0.363971222679805,4.32582788076233,12.98756249662,-0.132406230268739
-0.171717171717172,-0.27558621519174,4.56041577365401,10.6057392123809,-0.274106652998053,4.5618852672024,10.3510710575201,-0.138859491813212
-0.151515151515151,-0.181480890654858,4.74653963189897,7.79333964558642,-0.180023251890209,4.74293168721677,7.54815089281621,-0.143452821657671
-0.131313131313131,-0.0841997522192636,4.87434483519406,4.83946271549906,-0.0828635507843928,4.86601707507858,4.61995881402724,-0.146112431249329
-0.111111111111111,0.0150531874941937,4.94142266738455,1.78900842254402,0.016178853910798,4.92904212209337,1.60945108439472,-0.146788158228322
-0.0909090909090909,0.115034569988845,4.94629347161127,-1.31108401390593,0.115876809433756,4.93078786512918,-1.43928514227235,-0.145454322194892
-0.0707070707070707,0.214480818992602,4.88843936343867,-4.41268238063727,0.214987577191344,4.87093186028145,-4.48169012128089,-0.142110221645001
-0.0505050505050505,0.312127754441901,4.76831952098447,-7.4673371491268,0.312270996714546,4.75005121434098,-7.47337347383879,-0.136780265464197
-0.0303030303030303,0.406730335583859,4.58736763941456,-10.4271684574029,0.406507581183181,4.56961284686306,-10.3707359192535,-0.129513737729789
-0.0101010101010101,0.497082171830163,4.34797150811366,-13.2457458929063,0.496516290846727,4.33195141494092,-13.1315687156374,-0.120384199780828
0.0101010101010102,0.582034442931606,4.05343504255647,-15.8789426532278,0.581171739722062,4.04023536057473,-15.7156300265024,-0.109488538549603
0.0303030303030303,0.660513880481712,3.70792347065147,-18.285746172132,0.659420600343795,3.69842154864555,-18.0851980802234,-0.0969456749955229
0.0505050505050506,0.731539480493716,3.31639272649197,-20.4290082288658,0.730296980815532,3.3111989654091,-20.2056009504671,-0.0828949511386446
0.0707070707070707,0.794237641448025,2.88450443474597,-22.2761188872876,0.792936557976618,2.88392195709545,-22.0457220610614,-0.0674942186544285
0.0909090909090908,0.847855453236401,2.41852816861895,-23.7995903054174,0.846589260452416,2.42253351896779,-23.5784791701426,-0.0509176562591975
0.111111111111111,0.891771899144115,1.92523292645556,-24.977538473792,0.890630306243126,1.93347920855245,-24.7812727347811,-0.0333533471742461
0.131313131313131,0.925506774590844,1.41176999056003,-25.7940532323924,0.924569412077472,1.42361236126405,-25.6363973690054,-0.0150006517794894
0.151515151515152,0.948727171861572,0.885549501749793,-26.239449423863,0.948058006898975,0.90009143699699,-26.1314077967006,0.00393258588790119
0.171717171717172,0.96125142847893,0.354113200760181,-26.3103947028806,0.960894300499253,0.37027052254698,-26.2594285049289,0.0232329559295806
0.191919191919192,0.96305048711412,-0.174994149563104,-26.0099122717711,0.963026081352587,-0.158415747883869,-26.019394471856,0.0426844800313803
0.212121212121212,0.954246665884451,-0.694352140406977,-25.3472595828997,0.954551145877981,-0.678571323182325,-25.4162091173272,0.0620716416435313
0.232323232323232,0.935109888413499,-1.19678841925178,-24.3376867709965,0.935715295152331,-1.18296010041222,-24.4608052163541,0.081182400337808
0.252525252525253,0.906051472025882,-1.67549634865192,-23.0020811872466,0.906907874681805,-1.66462742408028,-23.170095093682,0.0998111408813513
0.272727272727273,0.867615618850131,-2.12414440557604,-21.3665068390574,0.868654877968558,-2.1170193577373,-21.5667980870089,0.117761507521094
0.292929292929293,0.820468797419598,-2.53697530584483,-19.461649737471,0.821609684604173,-2.53409714973518,-19.6791360596634,0.134849074889274
0.313131313131313,0.765387240697305,-2.90889308031083,-17.3221820674779,0.766541557341282,-2.91044416606728,-17.5403916125391,0.150903808906973
0.333333333333333,0.703242819526761,-3.23553660693897,-14.9860596822047,0.704322078466088,-3.24136250233091,-15.1883284601071,0.165772274139093
0.353535353535354,0.634987577681099,-3.51333840889434,-12.4937686462992,0.635909761858973,-3.52295653111078,-12.6644789898294,0.179319548264835
0.373737373737374,0.561637235448433,-3.73956785556491,-9.88753739277534,0.562333131130357,-3.75220080277701,-10.0133100454845,0.191430809654225
0.393939393939394,0.484253982710246,-3.91235824319863,-7.21053149734861,0.484672603708164,-3.92699000305086,-7.2812841395282,0.20201257041722
0.414141414141414,0.403928889562581,-4.03071757640094,-4.50604811154475,0.404041563227812,-4.04616907907106,-4.5158392534859,0.210993534601049
0.434343434343434,0.321764262681246,-4.09452321304366,-1.81672673764239,0.321567035618041,-4.10954216916429,-1.76431576552385,0.218325069287282
0.454545454545455,0.23885626898792,-4.10450086534355,0.816207708208723,0.238370405702309,-4.11785959492637,0.92713649846746,0.223981284969528
0.474747474747475,0.156278135033606,-4.06218876158424,3.35365468726771,0.15554861913757,-4.07278287566106,3.51463487371273,0.227958730522047
0.494949494949495,0.0750642113226668,-3.96988805940044,5.75928723287215,0.074156307784519,-3.97682847698238,5.95758618547281,0.230275717013438
0.515151515151515,-0.00380483387283195,-3.83060085671648,8.000128779423,-0.00481074555074565,-3.83329177516414,8.21961682314076,0.230971293272406
0.535353535353535,-0.0794154561277201,-3.64795736524276,10.0470477660929,-0.0804304246549211,-3.64615347123772,10.2693743501552,0.230103904161337
0.555555555555556,-0.150933110313426,-3.42613398981053,11.8751622401568,-0.151867053683491,-3.41997138709174,12.0811680347509,0.227749769652214
0.575757575757576,-0.217612394945005,-3.16976419178936,13.4641488887753,-0.218381866689583,-3.15976118340149,13.6354210527548,0.224001028744637
0.595959595959596,-0.278805339415342,-2.88384410454531,14.798453194376,-0.279340989043116,-2.87087002159706,14.9189141115565,0.21896369677047
0.616161616161616,-0.333967748382634,-2.57363491267753,15.8673996805241,-0.33422083171663,-2.55884751838529,15.9248086550404,0.212755487498186
0.636363636363636,-0.382663558276821,-2.24456400507013,16.6652034369771,-0.382610889047219,-2.22931848587191,16.6524473395064,0.205503552550025
0.656565656565657,-0.424567201108559,-1.90212686615839,17.1908862321606,-0.424214021133944,-1.88786189402114,17.1069397574786,0.197342189918199
0.676767676767677,-0.459464009637261,-1.55179158279339,17.4481024905622,-0.458844389313234,-1.53990022398013,17.2985520007694,0.188410570836051
0.696969696969697,-0.487248734680262,-1.19890771917184,17.4448821889742,-0.486423292855851,-1.19060289893039,17.2419291046649,0.178850530035732
0.717171717171717,-0.507922279199759,-0.848621153751369,17.1932992729775,-0.506973222901665,-0.844806792374161,16.9551891527476,0.168804458702017
0.737373737373737,-0.521586784157059,-0.505796284826005,16.7090754845395,-0.520610501738797,-0.50695594248064,16.4589362498785,0.158413332491876
0.757575757575758,-0.528439227449393,-0.174946800933732,16.0111305017441,-0.52753690842356,-0.181061578071107,15.7752460614309,0.147814899185911
0.777777777777778,-0.528763719131381,0.139824015701015,15.1210900090546,-0.528030702799482,0.129317567448415,14.9266815390427,0.137142042286625
0.797979797979798,-0.522922693278366,0.434872723938591,14.0627637356882,-0.522437447627225,0.421075855410144,13.9353972139616,0.126521328638736
0.818181818181818,-0.511347209101395,0.707054412878969,12.8616056230003,-0.511160992488867,0.691544612297363,12.8223875389814,0.116071740396474
0.838383838383838,-0.494526581222665,0.953750406070503,11.5441681190344,-0.494654924575153,0.938462687124373,11.6069278608868,0.105903584871517
0.858585858585859,-0.472997561431854,1.1728849799005,10.1375621662031,-0.473414713222051,1.15993798884173,10.3062456059388,0.0961175703918566
0.878787878787879,-0.447333291943405,1.36293132248726,8.668933769172,-0.447970681615445,1.35440491184814,8.93544437119009,0.0868040326416588
0.898989898989899,-0.418132243438653,1.52290717060922,7.16496713239457,-0.418881836487003,1.52058283718331,7.50768541738654,0.0780422942836752
0.919191919191919,-0.386007340369984,1.6523607533483,5.6514232726093,-0.386730482273137,1.65744078344606,6.03461054681977,0.069900141100928
0.939393939393939,-0.351575461568192,1.75134783877568,4.152721776389,-0.35211744842642,1.76417274160969,4.52696891859185,0.0624334003858955
0.95959595959596,-0.315447486631708,1.82040082149479,2.69157202404444,-0.315657676041653,1.84018726026857,2.9953897509038,0.0556856116327751
0.97979797979798,-0.278219038436551,1.86049090227069,1.28865877736204,-0.277975851027771,1.88511348893399,1.45122506862814,0.0496877853579575
1,-0.240462049968584,1.87298449519234,-0.0376144317432501,-0.239701742912776,1.89882421437383,-0.0926262749649165,0.0444582525336524
