# x, y(x)
3.545,7.39823395263897E-05
3.55,7.16177399444223E-05
3.555,6.93254602985039E-05
3.56,6.71033928909832E-05
3.565,6.49494883337444E-05
3.57,6.28617540199562E-05
3.575,6.08382526338906E-05
3.58,5.88771006978999E-05
3.585,5.69764671556546E-05
3.59,5.51345719907755E-05
3.595,5.33496848800066E-05
3.6,5.16201238800995E-05
3.605,4.99442541475976E-05
3.61,4.83204866907306E-05
3.615,4.67472771526455E-05
3.62,4.5223124625221E-05
3.625,4.37465704927273E-05
3.63,4.23161973046147E-05
3.635,4.0930627676729E-05
3.64,3.95885232202661E-05
3.645,3.82885834978021E-05
3.65,3.70295450057387E-05
3.655,3.58101801825346E-05
3.66,3.46292964420929E-05
3.665,3.34857352317031E-05
3.67,3.2378371113938E-05
3.675,3.1306110871932E-05
3.68,3.02678926374714E-05
3.685,2.92626850413453E-05
3.69,2.82894863854168E-05
3.695,2.73473238358907E-05
3.7,2.64352526372589E-05
3.705,2.55523553464258E-05
3.71,2.46977410865195E-05
3.715,2.38705448199126E-05
3.72,2.30699266399839E-05
3.725,2.22950710811641E-05
3.73,2.15451864468199E-05
3.735,2.0819504154541E-05
3.74,2.01172780984055E-05
3.745,1.94377840278072E-05
3.75,1.87803189424394E-05
3.755,1.81442005030405E-05
3.76,1.75287664575137E-05
3.765,1.69333740820428E-05
3.77,1.63573996368368E-05
3.775,1.58002378361409E-05
3.78,1.52613013321649E-05
3.785,1.47400202125833E-05
3.79,1.42358415112738E-05
3.795,1.37482287319642E-05
3.8,1.32766613844703E-05
3.805,1.28206345332117E-05
3.81,1.23796583576998E-05
3.815,1.19532577247012E-05
3.82,1.15409717717856E-05
3.825,1.11423535019733E-05
3.83,1.07569693892073E-05
3.835,1.03843989943763E-05
3.84,1.00242345916269E-05
3.845,9.67608080470516E-06
3.85,9.33955425307686E-06
3.855,9.01428320757912E-06
3.86,8.69990725536431E-06
3.865,8.39607697390085E-06
3.87,8.10245361380264E-06
3.875,7.81870879026268E-06
3.88,7.5445241828736E-06
3.885,7.27959124362129E-06
3.89,7.02361091284395E-06
3.895,6.77629334295357E-06
3.9,6.53735762972113E-06
3.905,6.30653155093285E-06
3.91,6.08355131222776E-06
3.915,5.86816129993294E-06
3.92,5.66011384071589E-06
3.925,5.45916896787885E-06
3.93,5.2650941941235E-06
3.935,5.07766429061864E-06
3.94,4.89666107220765E-06
3.945,4.72187318859656E-06
3.95,4.55309592136692E-06
3.955,4.39013098666205E-06
3.96,4.23278634339837E-06
3.965,4.08087600685745E-06
3.97,3.93421986751792E-06
3.975,3.79264351498952E-06
3.98,3.65597806691509E-06
3.985,3.5240600027099E-06
3.99,3.39673100201023E-06
3.995,3.27383778770692E-06
4,3.15523197344214E-06
4.005,3.04076991545095E-06
4.01,2.93031256863212E-06
4.015,2.82372534673523E-06
4.02,2.72087798655422E-06
4.025,2.6216444160201E-06
4.03,2.52590262608825E-06
4.035,2.43353454631812E-06
4.04,2.34442592404622E-06
4.045,2.25846620705506E-06
4.05,2.17554842964371E-06
4.055,2.09556910200776E-06
4.06,2.01842810283863E-06
4.065,1.94402857505489E-06
4.07,1.87227682458006E-06
4.075,1.80308222208344E-06
4.08,1.73635710760321E-06
4.085,1.67201669797242E-06
4.09,1.60997899697086E-06
4.095,1.55016470812784E-06
4.1,1.49249715010237E-06
4.105,1.43690217456977E-06
4.11,1.383308086545E-06
4.115,1.33164556707493E-06
4.12,1.28184759823388E-06
4.125,1.23384939035779E-06
4.13,1.1875883114547E-06
4.135,1.1430038187304E-06
4.14,1.10003739216987E-06
4.145,1.05863247011675E-06
4.15,1.01873438679433E-06
4.155,9.80290311713315E-07
4.16,9.43249190912894E-07
4.165,9.07561689983035E-07
4.17,8.7318013881741E-07
4.175,8.40058478047584E-07
4.18,8.08152207110439E-07
4.185,7.77418333902109E-07
4.19,7.47815325972894E-07
4.195,7.19303063218891E-07
4.2,6.91842792027159E-07
4.205,6.65397080832535E-07
4.21,6.39929777045226E-07
4.215,6.15405965309435E-07
4.22,5.91791927054349E-07
4.225,5.69055101299896E-07
4.23,5.47164046680625E-07
4.235,5.26088404652135E-07
4.24,5.0579886384534E-07
4.245,4.8626712553497E-07
4.25,4.67465870189428E-07
4.255,4.49368725070189E-07
4.26,4.31950232849688E-07
4.265,4.15185821217566E-07
4.27,3.99051773445946E-07
4.275,3.83525199885218E-07
4.28,3.68584010362617E-07
4.285,3.54206887456634E-07
4.29,3.40373260621047E-07
4.295,3.27063281133138E-07
4.3,3.14257797841279E-07
4.305,3.01938333687862E-07
4.31,2.90087062984164E-07
4.315,2.78686789414423E-07
4.32,2.67720924747034E-07
4.325,2.57173468231372E-07
4.33,2.47028986659448E-07
4.335,2.37272595072054E-07
4.34,2.27889938089787E-07
4.345,2.18867171849755E-07
4.35,2.10190946529456E-07
4.355,2.01848389439722E-07
4.36,1.93827088669258E-07
4.365,1.86115077263711E-07
4.37,1.7870081792276E-07
4.375,1.71573188199191E-07
4.38,1.6472146618433E-07
4.385,1.58135316664753E-07
4.39,1.51804777735532E-07
4.395,1.4572024785581E-07
4.4,1.39872473332803E-07
4.405,1.34252536220844E-07
4.41,1.28851842622393E-07
4.415,1.23662111378365E-07
4.42,1.18675363135502E-07
4.425,1.13883909778859E-07
4.43,1.09280344217838E-07
4.435,1.04857530514555E-07
4.44,1.00608594343642E-07
4.445,9.65269137729505E-08
4.45,9.26061103548579E-08
4.455,8.88400405183043E-08
4.46,8.52227872518684E-08
4.465,8.17486520685647E-08
4.47,7.84121472432807E-08
4.475,7.52079883140751E-08
4.48,7.21310868388036E-08
4.485,6.91765433988128E-08
4.49,6.63396408416874E-08
4.495,6.36158377552846E-08
4.5,6.10007621655249E-08
4.505,5.84902054506389E-08
4.51,5.60801164648017E-08
4.515,5.37665958642875E-08
4.52,5.15458906295146E-08
4.525,4.9414388776529E-08
4.53,4.7368614251696E-08
4.535,4.5405222003551E-08
4.54,4.35209932259538E-08
4.545,4.17128307668752E-08
4.55,3.99777546973139E-08
4.555,3.83128980350278E-08
4.56,3.67155026179166E-08
4.565,3.51829151220637E-08
4.57,3.37125832196063E-08
4.575,3.23020518717377E-08
4.58,3.09489597523234E-08
4.585,2.96510357977244E-08
4.59,2.84060958785888E-08
4.595,2.72120395894865E-08
4.6,2.60668471524113E-08
4.605,2.49685764302873E-08
4.61,2.39153600467503E-08
4.615,2.29054026085923E-08
4.62,2.1936978027369E-08
4.625,2.10084269367931E-08
4.63,2.01181542026325E-08
4.635,1.92646265219522E-08
4.64,1.84463701086306E-08
4.645,1.76619684621887E-08
4.65,1.69100602170605E-08
4.655,1.61893370695338E-08
4.66,1.54985417796753E-08
4.665,1.48364662456448E-08
4.67,1.42019496478911E-08
4.675,1.35938766607973E-08
4.68,1.30111757294339E-08
4.685,1.2452817409145E-08
4.69,1.19178127657773E-08
4.695,1.14052118344284E-08
4.7,1.09141021346633E-08
4.705,1.04436072402191E-08
4.71,9.99288540127805E-09
4.715,9.56112821746093E-09
4.72,9.14755935974737E-09
4.725,8.7514333395961E-09
4.73,8.37203432359184E-09
4.735,8.00867499200471E-09
4.74,7.66069543970146E-09
4.745,7.32746211790066E-09
4.75,7.00836681531622E-09
4.755,6.70282567728105E-09
4.76,6.41027826149325E-09
4.765,6.13018662907131E-09
4.77,5.86203446965065E-09
4.775,5.60532625929812E-09
4.78,5.35958645006118E-09
4.785,5.12435869001058E-09
4.79,4.89920507267447E-09
4.795,4.68370541479979E-09
4.8,4.47745656141302E-09
4.805,4.28007171718921E-09
4.81,4.09117980317154E-09
4.815,3.91042483791729E-09
4.82,3.7374653421791E-09
4.825,3.57197376625937E-09
4.83,3.41363593920907E-09
4.835,3.26215053906769E-09
4.84,3.11722858337236E-09
4.845,2.97859293918892E-09
4.85,2.84597785194573E-09
4.855,2.71912849237552E-09
4.86,2.59780052089546E-09
4.865,2.48175966877896E-09
4.87,2.37078133549636E-09
4.875,2.26465020162336E-09
4.88,2.16315985673708E-09
4.885,2.06611244174136E-09
4.89,1.97331830508186E-09
4.895,1.88459567233133E-09
4.9,1.79977032864419E-09
4.905,1.71867531359698E-09
4.91,1.64115062794937E-09
4.915,1.56704295187651E-09
4.92,1.49620537424046E-09
4.925,1.42849713248318E-09
4.93,1.36378336273966E-09
4.935,1.30193485978359E-09
4.94,1.24282784643247E-09
4.945,1.18634375205257E-09
4.95,1.13236899981716E-09
4.955,1.08079480238439E-09
4.96,1.03151696567291E-09
4.965,9.84435700425908E-10
4.97,9.39455441264695E-10
4.975,8.96484672944711E-10
4.98,8.55435763537134E-10
4.985,8.16224804269371E-10
4.99,7.78771455767828E-10
4.995,7.42998800455707E-10
