# Optimal parameters were found to be m = 125.972122821544, Gamma = -2.08900448612333, A = 9.88938240528597.
#
# Energy [GeV], predicted signal [certain units]
101,0.0158306636782658
101.058058058058,0.0159044014657562
101.116116116116,0.0159786553468474
101.174174174174,0.016053430146145
101.232232232232,0.0161287307447303
101.29029029029,0.0162045620809551
101.348348348348,0.0162809291512492
101.406406406406,0.0163578370109418
101.464464464464,0.0164352907750955
101.522522522523,0.0165132956193557
101.580580580581,0.0165918567808123
101.638638638639,0.0166709795588769
101.696696696697,0.0167506693161747
101.754754754755,0.0168309314794504
101.812812812813,0.0169117715404899
101.870870870871,0.0169931950570577
101.928928928929,0.0170752076538496
101.986986986987,0.0171578150234616
102.045045045045,0.0172410229273753
102.103103103103,0.0173248371969603
102.161161161161,0.0174092637344925
102.219219219219,0.0174943085141917
102.277277277277,0.0175799775832748
102.335335335335,0.0176662770630286
102.393393393393,0.0177532131499002
102.451451451451,0.0178407921166065
102.50950950951,0.0179290203132629
102.567567567568,0.0180179041685311
102.625625625626,0.0181074501907872
102.683683683684,0.0181976649693101
102.741741741742,0.0182885551754904
102.7997997998,0.0183801275640602
102.857857857858,0.0184723889743454
102.915915915916,0.0185653463315387
102.973973973974,0.0186590066479957
103.032032032032,0.0187533770245542
103.09009009009,0.0188484646518759
103.148148148148,0.0189442768118128
103.206206206206,0.0190408208787969
103.264264264264,0.0191381043212561
103.322322322322,0.0192361347030538
103.38038038038,0.0193349196849554
103.438438438438,0.0194344670261207
103.496496496496,0.019534784585623
103.554554554555,0.0196358803239964
103.612612612613,0.0197377623048096
103.670670670671,0.0198404386962704
103.728728728729,0.0199439177728569
103.786786786787,0.0200482079169809
103.844844844845,0.0201533176206794
103.902902902903,0.0202592554873393
103.960960960961,0.0203660302334518
104.019019019019,0.0204736506904008
104.077077077077,0.0205821258062829
104.135135135135,0.0206914646477625
104.193193193193,0.02080167640196
104.251251251251,0.0209127703783764
104.309309309309,0.0210247560108528
104.367367367367,0.0211376428595671
104.425425425425,0.0212514406130684
104.483483483483,0.021366159090349
104.541541541542,0.0214818082429561
104.5995995996,0.0215983981571433
104.657657657658,0.0217159390560627
104.715715715716,0.0218344413019989
104.773773773774,0.0219539153986456
104.831831831832,0.0220743719934257
104.88988988989,0.0221958218798558
104.947947947948,0.0223182759999566
105.006006006006,0.0224417454467091
105.064064064064,0.0225662414665588
105.122122122122,0.0226917754619684
105.18018018018,0.0228183589940199
105.238238238238,0.0229460037850674
105.296296296296,0.0230747217214424
105.354354354354,0.0232045248562113
105.412412412412,0.0233354254119876
105.47047047047,0.0234674357837993
105.528528528529,0.0236005685420134
105.586586586587,0.0237348364353178
105.644644644645,0.0238702523937627
105.702702702703,0.0240068295318634
105.760760760761,0.0241445811517632
105.818818818819,0.0242835207464624
105.876876876877,0.0244236620031096
105.934934934935,0.0245650188063614
105.992992992993,0.0247076052418087
106.051051051051,0.0248514355994732
106.109109109109,0.0249965243773748
106.167167167167,0.025142886285172
106.225225225225,0.0252905362478761
106.283283283283,0.0254394894096424
106.341341341341,0.0255897611376393
106.399399399399,0.0257413670259965
106.457457457457,0.0258943228998358
106.515515515516,0.0260486448193854
106.573573573574,0.0262043490841791
106.631631631632,0.0263614522373446
106.68968968969,0.02651997106998
106.747747747748,0.0266799226256238
106.805805805806,0.0268413242048174
106.863863863864,0.0270041933697661
106.921921921922,0.0271685479490964
106.97997997998,0.0273344060427171
107.038038038038,0.0275017860267817
107.096096096096,0.0276707065587582
107.154154154154,0.027841186582608
107.212212212212,0.0280132453340748
107.27027027027,0.0281869023460892
107.328328328328,0.0283621774542892
107.386386386386,0.0285390908026613
107.444444444444,0.0287176628493041
107.502502502503,0.0288979143723182
107.560560560561,0.0290798664758243
107.618618618619,0.0292635405961153
107.676676676677,0.0294489585079422
107.734734734735,0.0296361423309404
107.792792792793,0.0298251145361982
107.850850850851,0.0300158979529712
107.908908908909,0.0302085157755478
107.966966966967,0.0304029915702668
108.025025025025,0.0305993492826943
108.083083083083,0.0307976132449617
108.141141141141,0.0309978081832698
108.199199199199,0.0311999592255633
108.257257257257,0.0314040919093796
108.315315315315,0.0316102321898778
108.373373373373,0.0318184064480509
108.431431431431,0.0320286414991267
108.489489489489,0.0322409646011631
108.547547547548,0.0324554034638421
108.605605605606,0.0326719862574675
108.663663663664,0.0328907416221727
108.721721721722,0.0331116986773434
108.77977977978,0.0333348870312616
108.837837837838,0.033560336790976
108.895895895896,0.0337880785724054
108.953953953954,0.0340181435106821
109.012012012012,0.03425056327074
109.07007007007,0.0344853700581564
109.128128128128,0.0347225966302514
109.186186186186,0.0349622763074562
109.244244244244,0.0352044429849523
109.302302302302,0.035449131144595
