# Optimal parameters were found to be m = 125.972169193615, Gamma = -2.08742481744886, A = 9.88159867204254.
#
# Energy [GeV], predicted signal [certain units]
101,0.0158181868013309
101.058058058058,0.0158918665312865
101.116116116116,0.0159660619493685
101.174174174174,0.0160407778764045
101.232232232232,0.016116019189654
101.29029029029,0.0161917908236021
101.348348348348,0.0162680977707667
101.406406406406,0.0163449450825189
101.464464464464,0.0164223378699174
101.522522522523,0.0165002813045557
101.580580580581,0.0165787806194243
101.638638638639,0.016657841109787
101.696696696697,0.0167374681340714
101.754754754755,0.0168176671147752
101.812812812813,0.0168984435393865
101.870870870871,0.0169798029613205
101.928928928929,0.0170617510008715
101.986986986987,0.0171442933461813
102.045045045045,0.0172274357542238
102.103103103103,0.0173111840518061
102.161161161161,0.0173955441365867
102.219219219219,0.0174805219781118
102.277277277277,0.0175661236188681
102.335335335335,0.0176523551753543
102.393393393393,0.0177392228391711
102.451451451451,0.0178267328781296
102.50950950951,0.0179148916373792
102.567567567568,0.0180037055405544
102.625625625626,0.0180931810909422
102.683683683684,0.0181833248726694
102.741741741742,0.0182741435519106
102.7997997998,0.0183656438781173
102.857857857858,0.0184578326852686
102.915915915916,0.018550716893144
102.973973973974,0.0186443035086182
103.032032032032,0.0187385996269789
103.09009009009,0.0188336124332683
103.148148148148,0.0189293492036476
103.206206206206,0.0190258173067865
103.264264264264,0.0191230242052774
103.322322322322,0.0192209774570738
103.38038038038,0.0193196847169563
103.438438438438,0.0194191537380232
103.496496496496,0.0195193923732088
103.554554554555,0.0196204085768293
103.612612612613,0.0197222104061558
103.670670670671,0.0198248060230167
103.728728728729,0.0199282036954288
103.786786786787,0.0200324117992583
103.844844844845,0.020137438819912
103.902902902903,0.0202432933540596
103.960960960961,0.0203499841113878
104.019019019019,0.0204575199163866
104.077077077077,0.0205659097101684
104.135135135135,0.0206751625523212
104.193193193193,0.0207852876227956
104.251251251251,0.0208962942238279
104.309309309309,0.021008191781898
104.367367367367,0.021120989849725
104.425425425425,0.0212346981082991
104.483483483483,0.0213493263689532
104.541541541542,0.0214648845754719
104.5995995996,0.021581382806242
104.657657657658,0.0216988312764426
104.715715715716,0.0218172403402776
104.773773773774,0.0219366204932505
104.831831831832,0.0220569823744826
104.88988988989,0.0221783367690758
104.947947947948,0.0223006946105211
105.006006006006,0.0224240669831528
105.064064064064,0.0225484651246512
105.122122122122,0.0226739004285926
105.18018018018,0.02280038444705
105.238238238238,0.0229279288932441
105.296296296296,0.0230565456442456
105.354354354354,0.0231862467437313
105.412412412412,0.0233170444047941
105.47047047047,0.0234489510128079
105.528528528529,0.0235819791283501
105.586586586587,0.023716141490181
105.644644644645,0.0238514510182833
105.702702702703,0.0239879208169618
105.760760760761,0.0241255641780047
105.818818818819,0.0242643945839096
105.876876876877,0.0244044257111723
105.934934934935,0.0245456714336442
105.992992992993,0.0246881458259557
106.051051051051,0.0248318631670103
106.109109109109,0.0249768379435491
106.167167167167,0.0251230848537882
106.225225225225,0.0252706188111306
106.283283283283,0.025419454947954
106.341341341341,0.0255696086194772
106.399399399399,0.0257210954077054
106.457457457457,0.0258739311254575
106.515515515516,0.0260281318204776
106.573573573574,0.026183713779631
106.631631631632,0.0263406935331889
106.68968968969,0.0264990878592022
106.747747747748,0.0266589137879672
106.805805805806,0.0268201886065855
106.863863863864,0.0269829298636208
106.921921921922,0.0271471553738531
106.97997997998,0.0273128832231354
107.038038038038,0.0274801317733532
107.096096096096,0.0276489196674898
107.154154154154,0.0278192658348013
107.212212212212,0.0279911894961018
107.27027027027,0.0281647101691638
107.328328328328,0.028339847674234
107.386386386386,0.0285166221396711
107.444444444444,0.028695054007704
107.502502502503,0.0288751640403177
107.560560560561,0.029056973325267
107.618618618619,0.0292405032822235
107.676676676677,0.0294257756690572
107.734734734735,0.0296128125882573
107.792792792793,0.0298016364934964
107.850850850851,0.0299922701963395
107.908908908909,0.0301847368731041
107.966966966967,0.0303790600718726
108.025025025025,0.0305752637196642
108.083083083083,0.0307733721297665
108.141141141141,0.0309734100092348
108.199199199199,0.0311754024665601
108.257257257257,0.0313793750195123
108.315315315315,0.0315853536031633
108.373373373373,0.0317933645780923
108.431431431431,0.0320034347387811
108.489489489489,0.0322155913222027
108.547547547548,0.0324298620166082
108.605605605606,0.0326462749705184
108.663663663664,0.0328648588019241
108.721721721722,0.033085642607702
108.77977977978,0.0333086559732513
108.837837837838,0.0335339289823568
108.895895895896,0.0337614922272843
108.953953953954,0.0339913768191168
109.012012012012,0.034223614398334
109.07007007007,0.0344582371456465
109.128128128128,0.0346952777930864
109.186186186186,0.0349347696353672
109.244244244244,0.0351767465415146
109.302302302302,0.0354212429667802
109.36036036036,0.0356682939648432
109.418418418418,0.0359179352003096
109.476476476476,0.0361702029615162
109.534534534535,0.0364251341736481
109.592592592593,0.0366827664121799
109.650650650651,0.0369431379166469
109.708708708709,0.0372062876047591
109.766766766767,0.037472255086864
109.824824824825,0.0377410806807717
109.882882882883,0.0380128054269496
109.940940940941,0.0382874711041002
109.998998998999,0.0385651202451296
110.057057057057,0.0388457961535217
110.115115115115,0.0391295429201265
110.173173173173,0.039416405440377
110.231231231231,0.0397064294319464
110.289289289289,0.0399996614528567
110.347347347347,0.0402961489200564
110.405405405405,0.0405959401284753
110.463463463463,0.040899084270576
110.521521521522,0.0412056314564128
110.57957957958,0.0415156327342162
110.637637637638,0.0418291401115152
110.695695695696,0.0421462065768181
110.753753753754,0.0424668861218647
110.811811811812,0.042791233764468
110.86986986987,0.0431193055719665
110.927927927928,0.0434511586852999
110.985985985986,0.0437868513437338
111.044044044044,0.0441264429102472
111.102102102102,0.0444699938976085
111.16016016016,0.0448175659951575
111.218218218218,0.0451692220963171
111.276276276276,0.0455250263268575
111.334334334334,0.045885044073936
111.392392392392,0.0462493420159365
111.45045045045,0.0466179881531345
111.508508508509,0.0469910518392143
111.566566566567,0.0473686038136633
111.624624624625,0.0477507162350745
111.682682682683,0.0481374627153833
111.740740740741,0.0485289183550708
111.798798798799,0.0489251597793646
111.856856856857,0.049326265175467
111.914914914915,0.0497323143308484
111.972972972973,0.0501433886726364
112.031031031031,0.05055957130814
112.089089089089,0.0509809470665431
112.147147147147,0.0514076025418095
112.205205205205,0.0518396261368363
112.263263263263,0.0522771081089004
112.321321321321,0.052720140616438
112.379379379379,0.0531688177672063
112.437437437437,0.0536232356678694
112.495495495495,0.0540834924750601
112.553553553554,0.0545496884479671
112.611611611612,0.055021926002498
112.66966966967,0.0555003097670757
112.727727727728,0.0559849466401202
112.785785785786,0.0564759458492786
112.843843843844,0.0569734190124602
112.901901901902,0.0574774802007434
112.95995995996,0.0579882460032159
113.018018018018,0.0585058355938215
113.076076076076,0.0590303708002792
113.134134134134,0.0595619761751519
113.192192192192,0.0601007790691407
113.25025025025,0.0606469097066829
113.308308308308,0.0612005012639397
113.366366366366,0.0617616899492561
113.424424424424,0.0623306150861877
113.482482482482,0.0629074191991828
113.540540540541,0.0634922481020223
113.598598598599,0.0640852509891137
113.656656656657,0.0646865805297507
113.714714714715,0.0652963929654426
113.772772772773,0.0659148482104324
113.830830830831,0.0665421099555218
113.888888888889,0.0671783457753266
113.946946946947,0.0678237272390949
114.005005005005,0.0684784300252198
114.063063063063,0.0691426340395929
114.121121121121,0.0698165235379395
114.179179179179,0.0705002872522963
114.237237237237,0.071194118521785
114.295295295295,0.0718982154278552
114.353353353353,0.0726127809341667
114.411411411411,0.0733380230312955
114.469469469469,0.0740741548864561
114.527527527528,0.0748213949984333
114.585585585586,0.0755799673579386
114.643643643644,0.0763501016136014
114.701701701702,0.077132033243828
114.75975975976,0.0779260037347615
114.817817817818,0.0787322607645921
114.875875875876,0.0795510583944778
114.933933933934,0.0803826572663474
114.991991991992,0.0812273248078675
115.05005005005,0.0820853354448717
115.108108108108,0.0829569708215664
115.166166166166,0.083842520028832
115.224224224224,0.0847422798409684
115.282282282282,0.0856565549612353
115.34034034034,0.0865856582765666
115.398398398398,0.0875299111218485
115.456456456456,0.0884896435541723
115.514514514515,0.0894651946374956
115.572572572573,0.0904569127381604
115.630630630631,0.0914651558317458
115.688688688689,0.0924902918217492
115.746746746747,0.0935326988706228
115.804804804805,0.0945927657437074
115.862862862863,0.0956708921666463
115.920920920921,0.0967674891968761
115.978978978979,0.0978829796098368
116.037037037037,0.0990177983005625
116.095095095095,0.100172392701356
116.153153153153,0.101347223216288
116.211211211211,0.102542763673291
116.269269269269,0.103759501794667
116.327327327327,0.104997939686863
116.385385385385,0.10625859435043
116.443443443443,0.107541998211096
116.501501501502,0.108848699672977
116.55955955956,0.110179263694961
116.617617617618,0.111534272391391
116.675675675676,0.112914325658216
116.733733733734,0.114320041825837
116.791791791792,0.115752058339963
116.84984984985,0.117211032471838
116.907907907908,0.11869764205931
116.965965965966,0.120212586280243
117.024024024024,0.121756586459923
117.082082082082,0.123330386914136
117.14014014014,0.124934755829743
117.198198198198,0.126570486184644
117.256256256256,0.12823839670916
117.314314314314,0.129939332890959
117.372372372372,0.131674168025775
117.43043043043,0.133443804316329
117.488488488488,0.13524917402195
117.546546546547,0.137091240661602
117.604604604605,0.138971000273128
117.662662662663,0.140889482731738
117.720720720721,0.142847753130907
117.778778778779,0.144846913229079
117.836836836837,0.146888102965749
117.894894894895,0.148972502050737
117.952952952953,0.151101331630685
118.011011011011,0.153275856037068
118.069069069069,0.15549738462029
118.127127127127,0.15776727367468
118.185185185185,0.160086928459578
118.243243243243,0.162457805321947
118.301301301301,0.164881413926385
118.359359359359,0.167359319598706
118.417417417417,0.169893145789722
118.475475475475,0.172484576666262
118.533533533534,0.175135359836937
118.591591591592,0.177847309220644
118.64964964965,0.180622308066358
118.707707707708,0.183462312133328
118.765765765766,0.18636935304138
118.823823823824,0.189345541801747
118.881881881882,0.19239307253951
118.93993993994,0.19551422641953
118.997997997998,0.198711375788553
119.056056056056,0.201986988547091
119.114114114114,0.205343632765604
119.172172172172,0.208783981560571
119.23023023023,0.212310818247131
119.288288288288,0.215927041786184
119.346346346346,0.219635672545152
119.404404404404,0.223439858392976
119.462462462462,0.227342881151472
119.520520520521,0.231348163426771
119.578578578579,0.235459275846385
119.636636636637,0.239679944729315
119.694694694695,0.244014060218721
119.752752752753,0.248465684908945
119.810810810811,0.253039063001049
119.868868868869,0.257738630023784
119.926926926927,0.262569023159672
119.984984984985,0.2675350922191
120.043043043043,0.272641911308648
120.101101101101,0.277894791243594
120.159159159159,0.283299292758565
120.217217217217,0.288861240574631
120.275275275275,0.294586738385931
120.333333333333,0.300482184834064
120.391391391391,0.306554290544201
120.449449449449,0.312810096302928
120.507507507508,0.319256992464664
120.565565565566,0.325902739680767
120.623623623624,0.332755491053524
120.681681681682,0.339823815825954
120.73973973974,0.347116724727963
120.797797797798,0.354643697109941
120.855855855856,0.362414710006326
120.913913913914,0.370440269284316
120.971971971972,0.378731443046718
121.03003003003,0.387299897473095
121.088088088088,0.396157935299961
121.146146146146,0.405318537159123
121.204204204204,0.414795406013221
121.262262262262,0.424603014949682
121.32032032032,0.434756658618443
121.378378378378,0.445272508625509
121.436436436436,0.456167673223753
121.494494494494,0.467460261674622
121.552552552553,0.479169453689953
121.610610610611,0.491315574402292
121.668668668669,0.503920175355212
121.726726726727,0.517006122052583
121.784784784785,0.530597688658189
121.842842842843,0.544720660494633
121.900900900901,0.559402445054134
121.958958958959,0.574672192303677
122.017017017017,0.590560925144111
122.075075075075,0.607101680967616
122.133133133133,0.62432966535121
122.191191191191,0.642282419026518
122.249249249249,0.660999999378656
122.307307307307,0.680525177850584
122.365365365365,0.700903654764306
122.423423423423,0.722184293218258
122.481481481481,0.744419373880947
122.53953953954,0.767664872676159
122.597597597598,0.791980763544243
122.655655655656,0.817431348668337
122.713713713714,0.844085618773159
122.771771771772,0.872017646336813
122.82982982983,0.901307014801485
122.887887887888,0.932039287124762
122.945945945946,0.96430651727579
123.004004004004,0.99820780854368
123.062062062062,1.03384992278273
123.12012012012,1.07134794495716
123.178178178178,1.11082600755391
123.236236236236,1.15241807958271
123.294294294294,1.1962688249513
123.352352352352,1.24253453495215
123.41041041041,1.29138413937502
123.468468468468,1.34300030030233
123.526526526527,1.39758059186373
123.584584584585,1.45533876801147
123.642642642643,1.51650611858065
123.700700700701,1.5813329113303
123.758758758759,1.65008991407689
123.816816816817,1.72306998611835
123.874874874875,1.80058972150395
123.932932932933,1.88299111782676
123.990990990991,1.97064323246105
124.049049049049,2.06394377273757
124.107107107107,2.16332054645958
124.165165165165,2.26923267319882
124.223223223223,2.38217142352679
124.281281281281,2.50266051101787
124.339339339339,2.63125560855873
124.397397397397,2.76854279407654
124.455455455455,2.91513554908012
124.513513513514,3.07166983444479
124.571571571572,3.23879665040439
124.62962962963,3.41717135193538
124.687687687688,3.60743883943796
124.745745745746,3.81021358501482
124.803803803804,4.02605330069043
124.861861861862,4.2554249306851
124.91991991992,4.49866159359886
124.977977977978,4.75590916908988
125.036036036036,5.02706149728485
125.094094094094,5.31168374255305
125.152152152152,5.60892449262158
125.21021021021,5.91741875309986
125.268268268268,6.23518626714723
125.326326326326,6.55953257427137
125.384384384384,6.88696379792398
125.442442442442,7.21312993789496
125.5005005005,7.53281470697925
125.558558558559,7.83999156743249
125.616616616617,8.1279641719097
125.674674674675,8.38960349242592
125.732732732733,8.6176826979273
125.790790790791,8.80529476271357
125.848848848849,8.94631915899284
125.906906906907,9.03588701209734
125.964964964965,9.07078402791784
126.023023023023,9.04973189471555
126.081081081081,8.97350352407572
126.139139139139,8.84485314775933
126.197197197197,8.66827283267031
126.255255255255,8.44961452646738
126.313313313313,8.19563451634226
126.371371371371,7.91352184652896
126.429429429429,7.61046466383383
126.487487487487,7.29329270163123
126.545545545546,6.96821543925518
126.603603603604,6.64065846838423
126.661661661662,6.31518806362
126.71971971972,5.99550675782775
126.777777777778,5.68450028249308
126.835835835836,5.38431722728187
126.893893893894,5.09646574698995
126.951951951952,4.82191538432959
127.01001001001,4.5611957527599
127.068068068068,4.31448697429054
127.126126126126,4.08169921556235
127.184184184184,3.86254041502042
127.242242242242,3.65657244247313
127.3003003003,3.46325661150748
127.358358358358,3.28198980502756
127.416416416416,3.11213258534985
127.474474474474,2.95303062890433
127.532532532533,2.80403071401009
127.590590590591,2.66449234089488
127.648648648649,2.53379590329129
127.706706706707,2.41134817670985
127.764764764765,2.29658574846846
127.822822822823,2.18897689244791
127.880880880881,2.08802228806599
127.938938938939,1.99325489712862
127.996996996997,1.90423924219829
128.055055055055,1.82057027376631
128.113113113113,1.74187196866145
128.171171171171,1.66779576677058
128.229229229229,1.59801892551223
128.287287287287,1.532242850078
128.345345345345,1.47019144097113
128.403403403403,1.41160948778604
128.461461461461,1.35626112864597
128.51951951952,1.30392838757055
128.577577577578,1.25440979674253
128.635635635636,1.20751910676233
128.693693693694,1.16308408518271
128.751751751752,1.12094540164753
128.80980980981,1.08095559661399
128.867867867868,1.04297812976109
128.925925925926,1.00688650365836
128.983983983984,0.972563457995922
129.042042042042,0.939900229587396
129.1001001001,0.908795873400658
129.158158158158,0.879156640004442
129.216216216216,0.850895405013272
