0,141.338164625218,141.31034781625,141.365981434187
1,119.255502069013,119.643202554987,118.869053311422
2,100.623032791208,101.298285219899,99.952277710688
3,84.901698893868,85.7661979064459,84.0459105313199
4,71.636664838181,72.6156487976034,70.6708765305435
5,60.4441585503835,61.4814761410867,59.4243403161676
6,51.0003684721606,52.0545085126578,49.9675735659726
7,43.0320753349233,44.0729798073855,42.0157530531574
8,36.3087476248593,37.3152605720958,35.3293822101074
9,30.6358720518372,31.5937038441425,29.707077861218
10,25.8493260652687,26.7494346090084,24.9795048722927
11,21.8106296076044,22.6479381914658,21.0042760375123
12,18.4029387334499,19.1753250796455,17.6616635964379
13,15.5276651852834,16.2351684644139,14.8509932185543
14,13.1016241263693,13.7458266795012,12.4876118477327
15,11.0546275116331,11.6381761924457,10.5003380827625
16,9.32745347006229,9.8536921965122,8.82931830334968
